timestamp_ms,qw,qx,qy,qz,flex_thumb,flex_upper_index,flex_lower_index,flex_upper_middle,flex_lower_middle
40845,0.9499,0.3,0.0093,-0.087,0.08,1.0,0.634,0.606,1.0
40974,0.9448,0.3151,0.0068,-0.09,0.111,1.0,0.667,0.734,1.0
41101,0.944,0.3157,0.0064,-0.0953,0.153,1.0,0.681,0.766,1.0
41228,0.9427,0.3201,0.0078,-0.0934,0.146,1.0,0.672,0.751,1.0
41357,0.9429,0.3195,0.0048,-0.0941,0.137,1.0,0.673,0.743,1.0
41488,0.9436,0.3175,0.002,-0.0936,0.129,1.0,0.673,0.732,1.0
41620,0.9442,0.316,0.0035,-0.0928,0.112,1.0,0.641,0.704,1.0
41746,0.9501,0.3003,-0.0032,-0.0847,0.081,1.0,0.508,0.62,1.0
41877,0.9659,0.2499,-0.0129,-0.067,0.069,1.0,0.387,0.55,0.987
42008,0.9689,0.2383,-0.0148,-0.0655,0.056,1.0,0.332,0.53,0.929
42138,0.9706,0.231,-0.0131,-0.0662,0.049,1.0,0.298,0.511,0.968
42268,0.9687,0.2387,-0.0139,-0.0671,0.063,1.0,0.294,0.509,1.0
42397,0.9535,0.291,-0.0067,-0.0785,0.076,1.0,0.372,0.773,1.0
42527,0.939,0.332,0.0047,-0.0898,0.099,1.0,0.473,0.934,1.0
42657,0.9258,0.3654,0.0128,-0.0956,0.14,1.0,0.582,0.948,1.0
42787,0.9127,0.3968,0.0187,-0.0956,0.16,1.0,0.656,0.961,1.0
42916,0.915,0.3915,0.0231,-0.0953,0.191,1.0,0.693,0.979,1.0
43045,0.9171,0.387,0.0253,-0.0922,0.196,1.0,0.697,0.981,1.0
43172,0.9163,0.3882,0.0206,-0.0956,0.15,1.0,0.649,0.946,1.0
43300,0.9228,0.3749,0.0104,-0.0884,0.119,1.0,0.507,0.794,1.0
43427,0.9346,0.3472,0.0063,-0.0775,0.101,1.0,0.384,0.586,1.0
43557,0.9446,0.3202,0.0016,-0.0726,0.067,1.0,0.297,0.561,1.0
43688,0.9565,0.2834,0.0114,-0.0688,0.002,0.532,0.233,0.547,0.858
43817,0.959,0.2746,0.0216,-0.0673,0.0,0.518,0.241,0.531,0.829
43949,0.9587,0.2753,0.0246,-0.0676,0.0,0.514,0.259,0.533,0.999
44078,0.9524,0.2951,0.0314,-0.0703,0.0,0.518,0.301,0.608,1.0
44207,0.9442,0.3189,0.0366,-0.0733,0.013,0.554,0.439,0.837,1.0
44338,0.9319,0.3507,0.0356,-0.0847,0.031,1.0,0.538,0.907,1.0
44466,0.9312,0.3522,0.0326,-0.0887,0.037,1.0,0.534,0.876,1.0
44593,0.9308,0.3531,0.0279,-0.0898,0.102,1.0,0.574,0.854,1.0
44720,0.9266,0.366,0.0281,-0.0823,0.39,1.0,0.637,0.838,1.0
44847,0.9109,0.4064,0.0345,-0.0612,0.644,1.0,0.722,0.834,1.0
44978,0.9014,0.4277,0.0468,-0.0497,0.778,1.0,0.782,0.893,1.0
45107,0.8928,0.4431,0.0734,-0.0363,0.861,1.0,0.843,0.908,1.0
45237,0.8961,0.4326,0.0969,-0.0229,0.87,1.0,0.867,0.901,1.0
45363,0.8986,0.425,0.1078,-0.0189,0.868,1.0,0.872,0.9,1.0
45493,0.8942,0.4361,0.0916,-0.0435,0.802,1.0,0.792,0.878,1.0
45619,0.9037,0.4208,0.0316,-0.0723,0.61,1.0,0.67,0.838,1.0
45749,0.9153,0.3962,0.015,-0.0698,0.46,1.0,0.452,0.779,1.0
45879,0.9291,0.3633,0.0009,-0.0684,0.327,1.0,0.324,0.722,1.0
46014,0.9349,0.3482,-0.0046,-0.0691,0.236,1.0,0.277,0.68,0.999
46138,0.9449,0.3189,-0.0068,-0.0726,0.173,1.0,0.24,0.641,0.971
46269,0.9522,0.296,-0.0083,-0.0749,0.142,1.0,0.229,0.6,0.949
46399,0.9597,0.2707,-0.0074,-0.0752,0.127,1.0,0.216,0.572,0.94
46530,0.9664,0.246,-0.0067,-0.0743,0.099,0.579,0.213,0.558,0.939
46659,0.9701,0.2324,-0.0027,-0.0703,0.047,0.564,0.207,0.552,0.933
46789,0.9727,0.2228,0.0005,-0.0657,0.02,0.558,0.199,0.548,0.92
46919,0.9731,0.2211,0.0027,-0.0652,0.039,0.548,0.21,0.546,0.95
47051,0.9617,0.2653,0.0001,-0.0692,0.09,1.0,0.316,0.583,1.0
47186,0.9457,0.3167,0.004,-0.0726,0.202,1.0,0.389,0.694,1.0
47306,0.9309,0.3569,0.0075,-0.0773,0.386,1.0,0.469,0.802,1.0
47437,0.9162,0.3932,0.0104,-0.0767,0.579,1.0,0.558,0.84,1.0
47564,0.9009,0.4281,0.0133,-0.0704,0.758,1.0,0.704,0.883,1.0
47691,0.8841,0.4618,0.0355,-0.0621,0.906,1.0,0.792,0.919,1.0
47821,0.8771,0.4737,0.064,-0.0466,0.936,1.0,0.826,0.94,1.0
47951,0.8804,0.4658,0.0788,-0.0414,0.927,1.0,0.829,0.939,1.0
48080,0.88,0.4667,0.0751,-0.0466,0.899,1.0,0.813,0.936,1.0
48209,0.8849,0.4581,0.0385,-0.0738,0.794,1.0,0.747,0.917,1.0
48340,0.9,0.4279,0.0142,-0.082,0.566,1.0,0.541,0.812,1.0
48469,0.915,0.3969,0.0048,-0.0728,0.424,1.0,0.359,0.759,1.0
48601,0.922,0.3805,0.0008,-0.0718,0.326,1.0,0.29,0.681,1.0
48729,0.9304,0.3599,0.0,-0.0697,0.254,1.0,0.248,0.637,0.99
48858,0.9397,0.3345,-0.0042,-0.0714,0.186,1.0,0.223,0.604,0.971
48985,0.9497,0.3051,-0.0054,-0.0704,0.138,1.0,0.216,0.578,0.972
49116,0.9626,0.2626,-0.0029,-0.0673,0.112,0.593,0.196,0.561,0.963
49242,0.9755,0.2109,-0.004,-0.0631,0.051,0.558,0.19,0.55,0.961
49371,0.9807,0.1841,-0.0045,-0.066,0.007,0.549,0.189,0.544,0.967
49501,0.9828,0.174,-0.0016,-0.0624,0.0,0.537,0.182,0.533,0.943
49631,0.9843,0.1668,0.0021,-0.0588,0.0,0.534,0.181,0.527,0.953
49760,0.9843,0.1661,0.0026,-0.0598,0.0,0.526,0.181,0.526,0.936
49891,0.976,0.2084,0.002,-0.0625,0.0,0.61,0.213,0.567,0.941
50020,0.9554,0.2874,0.0041,-0.0675,0.028,1.0,0.306,0.651,0.979
50147,0.9402,0.3338,0.0096,-0.0676,0.118,1.0,0.377,0.717,1.0
50274,0.9278,0.3672,0.0139,-0.0649,0.294,1.0,0.463,0.798,1.0
50403,0.9127,0.403,0.0167,-0.0656,0.499,1.0,0.541,0.842,1.0
50553,0.897,0.4363,0.0256,-0.0661,0.683,1.0,0.667,0.836,1.0
50662,0.8842,0.461,0.0423,-0.0623,0.858,1.0,0.761,0.888,1.0
50790,0.8729,0.4787,0.08,-0.0502,0.881,1.0,0.809,0.896,1.0
50920,0.8762,0.4685,0.1071,-0.0365,0.881,1.0,0.831,0.908,1.0
51051,0.8769,0.4647,0.1182,-0.0334,0.877,1.0,0.829,0.91,1.0
51183,0.8796,0.463,0.0925,-0.059,0.806,1.0,0.76,0.89,1.0
51312,0.8773,0.4704,0.0406,-0.0861,0.727,1.0,0.681,0.86,1.0
51442,0.8938,0.44,0.0211,-0.0841,0.498,1.0,0.418,0.84,1.0
51571,0.9129,0.4006,0.0145,-0.0764,0.387,1.0,0.253,0.823,0.977
51703,0.9259,0.3712,0.0142,-0.0687,0.296,1.0,0.206,0.75,0.933
51831,0.9427,0.3271,0.0117,-0.0634,0.217,1.0,0.194,0.682,0.927
51962,0.96,0.2726,0.0068,-0.0628,0.13,0.597,0.19,0.611,0.921
52091,0.9758,0.2087,0.0067,-0.065,0.066,0.566,0.186,0.563,0.92
52222,0.989,0.1304,0.0042,-0.0693,0.0,0.527,0.187,0.529,0.926
52391,0.9904,0.1196,0.0032,-0.0702,0.0,0.518,0.181,0.512,0.921
52482,0.9911,0.1136,0.0024,-0.0685,0.0,0.527,0.187,0.509,0.926
52611,0.9772,0.1998,0.0067,-0.0713,0.0,0.54,0.206,0.538,0.939
52742,0.9473,0.3116,0.0125,-0.0729,0.05,1.0,0.264,0.58,0.981
52871,0.9117,0.4032,0.0254,-0.0742,0.167,1.0,0.399,0.669,1.0
52995,0.8868,0.4547,0.0378,-0.0729,0.409,1.0,0.467,0.782,1.0
53124,0.8738,0.4777,0.0463,-0.0778,0.579,1.0,0.569,0.823,1.0
53276,0.8666,0.4899,0.0524,-0.0787,0.751,1.0,0.718,0.858,1.0
53383,0.8438,0.5206,0.095,-0.0895,0.883,1.0,0.794,0.906,1.0
53514,0.8446,0.5141,0.1301,-0.0738,0.877,1.0,0.826,0.922,1.0
53643,0.8386,0.5228,0.139,-0.0638,0.856,1.0,0.818,0.941,1.0
53771,0.8469,0.5162,0.099,-0.081,0.784,1.0,0.743,0.916,1.0
53901,0.862,0.4962,0.0634,-0.0818,0.598,1.0,0.546,0.822,1.0
54031,0.8886,0.4503,0.0511,-0.0701,0.469,1.0,0.332,0.824,1.0
54161,0.915,0.3954,0.0398,-0.0693,0.344,1.0,0.22,0.753,0.969
54287,0.9346,0.3473,0.0328,-0.0698,0.246,1.0,0.207,0.677,0.95
54415,0.9537,0.2902,0.032,-0.0718,0.15,0.571,0.191,0.584,0.951
54542,0.9675,0.2393,0.0347,-0.0739,0.073,0.55,0.184,0.552,0.942
54672,0.9736,0.2122,0.0352,-0.0764,0.041,0.547,0.186,0.533,0.946
54802,0.9799,0.1808,0.0327,-0.0786,0.009,0.526,0.182,0.527,0.953
54928,0.9855,0.1461,0.031,-0.0801,0.002,0.514,0.183,0.521,0.957
55056,0.9835,0.16,0.0312,-0.0793,0.008,0.521,0.176,0.512,0.947
55201,0.9687,0.2332,0.0313,-0.079,0.023,1.0,0.203,0.559,0.95
55311,0.9462,0.3113,0.0364,-0.0807,0.047,1.0,0.252,0.609,0.972
55438,0.9208,0.3795,0.0445,-0.0787,0.103,1.0,0.34,0.696,1.0
55566,0.9066,0.4112,0.0515,-0.0801,0.216,1.0,0.453,0.813,1.0
55696,0.8966,0.4307,0.0569,-0.0858,0.358,1.0,0.548,0.831,1.0
55823,0.8909,0.441,0.0643,-0.0871,0.57,1.0,0.653,0.83,1.0
55948,0.8981,0.4233,0.087,-0.0815,0.82,1.0,0.754,0.868,1.0
56077,0.8943,0.4276,0.1179,-0.0593,0.846,1.0,0.811,0.894,1.0
56203,0.899,0.413,0.1397,-0.0424,0.861,1.0,0.858,0.95,1.0
56332,0.8984,0.4128,0.1451,-0.0388,0.864,1.0,0.852,0.931,1.0
56458,0.8967,0.4227,0.1157,-0.0625,0.78,1.0,0.768,0.91,1.0
56587,0.8994,0.425,0.0673,-0.0774,0.678,1.0,0.559,0.84,1.0
56713,0.9222,0.3765,0.0574,-0.0667,0.496,1.0,0.301,0.83,1.0
56845,0.934,0.3482,0.0573,-0.0555,0.397,1.0,0.221,0.761,0.973
56976,0.9434,0.3227,0.0562,-0.0518,0.318,1.0,0.202,0.689,0.943
57105,0.9505,0.3018,0.0563,-0.048,0.22,0.634,0.193,0.611,0.922
57235,0.964,0.2552,0.0565,-0.0488,0.151,0.593,0.184,0.572,0.92
57366,0.9722,0.2195,0.057,-0.0579,0.091,0.581,0.18,0.552,0.9
57494,0.9773,0.1914,0.0583,-0.0692,0.082,0.573,0.182,0.551,0.889
57626,0.9795,0.1755,0.0661,-0.0734,0.061,0.572,0.184,0.55,0.897
57755,0.9811,0.1687,0.0685,-0.0653,0.063,0.572,0.18,0.55,0.886
57887,0.9808,0.172,0.0674,-0.062,0.066,0.568,0.179,0.559,0.901
58016,0.9816,0.1674,0.071,-0.0575,0.062,0.568,0.176,0.537,0.902
58146,0.982,0.1656,0.0728,-0.0551,0.064,0.564,0.18,0.549,0.902
58276,0.9821,0.1652,0.0736,-0.0524,0.066,0.56,0.18,0.546,0.902
58404,0.9819,0.1671,0.072,-0.0525,0.063,0.562,0.183,0.55,0.902
58541,0.9814,0.1705,0.0701,-0.0537,0.06,0.559,0.184,0.554,0.924
58658,0.9818,0.1664,0.0728,-0.0555,0.061,0.554,0.179,0.549,0.928
58786,0.9819,0.1652,0.0759,-0.0527,0.064,0.563,0.184,0.55,0.921
58915,0.9818,0.1658,0.075,-0.0543,0.066,0.569,0.187,0.558,0.923
59045,0.9821,0.1663,0.071,-0.0539,0.058,0.559,0.189,0.55,0.929
59169,0.9825,0.1639,0.0709,-0.053,0.067,0.56,0.183,0.559,0.938
59296,0.9832,0.1602,0.0704,-0.0516,0.061,0.559,0.189,0.543,0.936
59426,0.9838,0.157,0.0703,-0.0507,0.063,0.553,0.19,0.553,0.932
59562,0.9843,0.154,0.0698,-0.0498,0.066,0.546,0.189,0.547,0.931
59685,0.9847,0.1515,0.0695,-0.0498,0.062,0.553,0.192,0.559,0.937
59815,0.9854,0.1478,0.0693,-0.0497,0.066,0.553,0.196,0.551,0.938
59945,0.9857,0.1453,0.0695,-0.0489,0.063,0.55,0.196,0.553,0.942
60075,0.9862,0.1418,0.071,-0.0475,0.067,0.551,0.2,0.554,0.941
60205,0.9864,0.1405,0.0713,-0.0467,0.068,0.549,0.196,0.549,0.942
60337,0.9866,0.1392,0.071,-0.046,0.067,0.557,0.197,0.562,0.937
60461,0.9868,0.1384,0.071,-0.0453,0.063,0.551,0.194,0.548,0.941
60592,0.9868,0.138,0.071,-0.0452,0.06,0.544,0.199,0.547,0.943
60718,0.987,0.1371,0.0709,-0.0446,0.066,0.549,0.199,0.548,0.921
60848,0.9872,0.1359,0.0712,-0.0438,0.064,0.549,0.189,0.553,0.947
60987,0.9873,0.1352,0.0707,-0.0437,0.064,0.546,0.191,0.534,0.95
61107,0.9874,0.1348,0.0706,-0.0433,0.066,0.552,0.194,0.542,0.948
61238,0.9875,0.134,0.0706,-0.0431,0.062,0.549,0.19,0.544,0.939
61366,0.9875,0.1337,0.0709,-0.043,0.066,0.552,0.192,0.553,0.938
61495,0.9876,0.133,0.0716,-0.0422,0.063,0.548,0.202,0.553,0.942
61626,0.9878,0.1321,0.0712,-0.0419,0.069,0.547,0.203,0.548,0.94
61758,0.9879,0.1315,0.071,-0.0424,0.064,0.548,0.197,0.543,0.932
61888,0.9879,0.1312,0.0704,-0.0427,0.066,0.547,0.196,0.55,0.946
62018,0.988,0.1309,0.0703,-0.0425,0.063,0.549,0.188,0.546,0.928
62148,0.988,0.1306,0.0699,-0.0427,0.068,0.543,0.197,0.546,0.936
62279,0.9882,0.1295,0.0698,-0.0425,0.062,0.547,0.19,0.54,0.931
62409,0.9883,0.129,0.0696,-0.0429,0.063,0.549,0.198,0.541,0.949
62539,0.9884,0.1282,0.0693,-0.0431,0.064,0.55,0.191,0.541,0.933
62668,0.9885,0.1276,0.0692,-0.0434,0.069,0.542,0.2,0.544,0.941
62801,0.9886,0.1268,0.0689,-0.0435,0.064,0.542,0.192,0.546,0.932
62928,0.9887,0.126,0.0687,-0.0435,0.069,0.547,0.199,0.546,0.938
63059,0.9888,0.125,0.0679,-0.0438,0.07,0.546,0.194,0.546,0.941
63187,0.9891,0.1235,0.0678,-0.0433,0.067,0.544,0.194,0.549,0.94
63317,0.9891,0.1235,0.0676,-0.0435,0.067,0.544,0.198,0.553,0.938
63452,0.9891,0.1233,0.0675,-0.0435,0.07,0.558,0.202,0.543,0.941
63578,0.9892,0.1227,0.0673,-0.0438,0.069,0.548,0.201,0.544,0.948
63709,0.9893,0.1225,0.0673,-0.0434,0.069,0.526,0.198,0.548,0.937
63838,0.9893,0.1226,0.0674,-0.0432,0.069,0.542,0.198,0.544,0.942
63969,0.9893,0.1223,0.0675,-0.043,0.07,0.543,0.196,0.543,0.942
64099,0.9893,0.1219,0.0676,-0.0428,0.073,0.544,0.197,0.543,0.932
64227,0.9893,0.1219,0.0676,-0.0428,0.068,0.547,0.2,0.544,0.951
64359,0.9893,0.1222,0.0675,-0.043,0.071,0.546,0.201,0.548,0.934
64488,0.9893,0.1222,0.0676,-0.043,0.069,0.55,0.199,0.568,0.947
64620,0.9893,0.1219,0.0676,-0.0428,0.07,0.544,0.194,0.537,0.937
64748,0.9893,0.1217,0.0677,-0.0429,0.071,0.544,0.197,0.544,0.949
64878,0.9893,0.1216,0.0677,-0.0428,0.077,0.547,0.203,0.543,0.94
65012,0.9893,0.1216,0.0677,-0.0429,0.072,0.537,0.199,0.544,0.953
65137,0.9894,0.1215,0.0676,-0.0428,0.073,0.55,0.203,0.551,0.941
65287,0.9893,0.1216,0.0676,-0.0429,0.07,0.543,0.207,0.544,0.948
65393,0.9894,0.1212,0.0675,-0.043,0.072,0.543,0.198,0.544,0.951
65522,0.9894,0.1211,0.0673,-0.0428,0.071,0.536,0.194,0.544,0.942
65651,0.9895,0.1207,0.0674,-0.0427,0.071,0.541,0.197,0.547,0.944
65781,0.9895,0.1204,0.0673,-0.0427,0.067,0.541,0.2,0.54,0.943
65908,0.9895,0.1204,0.0673,-0.0427,0.066,0.543,0.194,0.547,0.941
66033,0.9896,0.1201,0.0671,-0.0425,0.068,0.539,0.203,0.546,0.952
66162,0.9896,0.1202,0.0669,-0.0429,0.074,0.536,0.19,0.542,0.946
66296,0.9896,0.1202,0.0668,-0.0429,0.071,0.543,0.207,0.547,0.936
66419,0.9896,0.1202,0.0668,-0.0429,0.069,0.546,0.206,0.546,0.95
66551,0.9896,0.1201,0.0668,-0.0429,0.072,0.546,0.2,0.544,0.951
66681,0.9896,0.1201,0.0668,-0.0429,0.068,0.542,0.199,0.544,0.928
66810,0.9896,0.1201,0.0668,-0.0429,0.072,0.543,0.2,0.536,0.951
66940,0.9896,0.1196,0.0667,-0.0436,0.072,0.548,0.202,0.543,0.943
67072,0.9897,0.1193,0.0666,-0.043,0.072,0.543,0.199,0.542,0.933
67201,0.9897,0.1193,0.0659,-0.0433,0.076,0.542,0.194,0.542,0.938
67330,0.9898,0.1185,0.0663,-0.0432,0.072,0.539,0.201,0.541,0.953
67460,0.9897,0.1182,0.068,-0.0424,0.072,0.547,0.2,0.557,0.941
67590,0.9897,0.1184,0.0679,-0.0426,0.066,0.541,0.194,0.546,0.943
67719,0.9897,0.1182,0.0677,-0.0425,0.071,0.539,0.203,0.548,0.949
67850,0.9899,0.1165,0.0682,-0.0439,0.069,0.544,0.201,0.541,0.942
67978,0.9899,0.1148,0.0692,-0.0451,0.07,0.542,0.2,0.536,0.957
68105,0.9899,0.115,0.0689,-0.0469,0.062,0.537,0.21,0.547,0.953
68233,0.9899,0.1143,0.0696,-0.0459,0.066,0.542,0.198,0.54,0.951
68361,0.99,0.1138,0.0707,-0.0449,0.071,0.539,0.203,0.524,0.936
68490,0.9899,0.1143,0.0706,-0.0449,0.069,0.541,0.201,0.549,0.944
68619,0.9898,0.1154,0.0697,-0.0457,0.071,0.546,0.206,0.541,0.949
68752,0.9897,0.1163,0.0678,-0.048,0.068,0.541,0.204,0.547,0.958
